epoch;binary_accuracy;loss;lr;val_binary_accuracy;val_loss
0;0.9393700957298279;0.17595836520195007;0.01;0.9427772164344788;0.16762228310108185
1;0.9442440271377563;0.1593475192785263;0.01;0.94545978307724;0.16707228124141693
2;0.9449160099029541;0.15587590634822845;0.009950251;0.9464033842086792;0.1619211733341217
3;0.9455709457397461;0.15455766022205353;0.009900503;0.9352887868881226;0.1978977620601654
4;0.9456880688667297;0.15359258651733398;0.0098507535;0.9430128931999207;0.17065127193927765
5;0.945864737033844;0.1525656282901764;0.009801005;0.9455189108848572;0.16323982179164886
6;0.9463541507720947;0.15154050290584564;0.009751257;0.9382960200309753;0.1937660127878189
7;0.9466734528541565;0.15102346241474152;0.009701507;0.9506781101226807;0.15352953970432281
8;0.9465847611427307;0.1503010243177414;0.009651759;0.947729766368866;0.15962161123752594
9;0.9465993642807007;0.14980380237102509;0.00960201;0.949115514755249;0.15355612337589264
10;0.9469185471534729;0.14912810921669006;0.009552261;0.9463441967964172;0.16207391023635864
11;0.9470692873001099;0.14889618754386902;0.009502512;0.9431014060974121;0.16572554409503937
12;0.9469268918037415;0.14813418686389923;0.009452764;0.942393958568573;0.1787923276424408
13;0.9472770690917969;0.14778177440166473;0.0094030155;0.9491745829582214;0.15566086769104004
14;0.9471777081489563;0.14744222164154053;0.009353266;0.9483490586280823;0.15997853875160217
15;0.9472975730895996;0.14719662070274353;0.009303518;0.9492039680480957;0.1529058963060379
16;0.9474740028381348;0.1463567018508911;0.009253769;0.9475235939025879;0.15893909335136414
17;0.9474620819091797;0.14598992466926575;0.00920402;0.9455485343933105;0.16159623861312866
18;0.9475393295288086;0.14601853489875793;0.009154271;0.9507371187210083;0.14861029386520386
19;0.9475334882736206;0.14551690220832825;0.009104523;0.9490270018577576;0.15023475885391235
20;0.9478641748428345;0.14554473757743835;0.0090547735;0.9494691491127014;0.1495155245065689
21;0.94757080078125;0.1449657380580902;0.009005025;0.9478772878646851;0.15368947386741638
22;0.9479374885559082;0.14474362134933472;0.008955277;0.9490565061569214;0.15208002924919128
23;0.9477673768997192;0.14442677795886993;0.008905527;0.949440062046051;0.15091854333877563
24;0.9483312964439392;0.1437380611896515;0.008855779;0.9489975571632385;0.14892803132534027
25;0.9480233788490295;0.14379443228244781;0.00880603;0.9459021687507629;0.16136713325977325
26;0.9482167959213257;0.1437322497367859;0.008756282;0.9502652287483215;0.14638751745224
27;0.9482225179672241;0.14366978406906128;0.008706532;0.9488797187805176;0.14837749302387238
28;0.9483227133750916;0.14349663257598877;0.008656784;0.9491746425628662;0.14983434975147247
29;0.9483481049537659;0.14282067120075226;0.0086070355;0.9461674690246582;0.1619327962398529
30;0.9482854604721069;0.1430986523628235;0.008557286;0.9520929455757141;0.13870736956596375
31;0.9481515288352966;0.1428869515657425;0.008507538;0.9500885009765625;0.14412255585193634
32;0.9482854604721069;0.14260892570018768;0.008457789;0.9489977955818176;0.14874984323978424
33;0.9480891227722168;0.14274165034294128;0.00840804;0.9507665038108826;0.14111627638339996
34;0.9485701322555542;0.14230617880821228;0.008358291;0.9522406458854675;0.13831183314323425
35;0.948376476764679;0.14199352264404297;0.008308543;0.9497936964035034;0.14706197381019592
36;0.9482678771018982;0.14216642081737518;0.008258794;0.9520931839942932;0.1407671719789505
37;0.9487757682800293;0.14191575348377228;0.008209045;0.9520047903060913;0.14008879661560059
