epoch;binary_accuracy;loss;lr;val_binary_accuracy;val_loss
0;0.9434028267860413;0.16645389795303345;0.01;0.9480542540550232;0.1517971158027649
1;0.9533922076225281;0.1292545646429062;0.01;0.947317361831665;0.15822990238666534
2;0.9548529386520386;0.12442527711391449;0.009950251;0.9229364395141602;0.24128277599811554
3;0.9552802443504333;0.12229672074317932;0.009900503;0.9502357840538025;0.1480638086795807
4;0.956062912940979;0.12056270986795425;0.0098507535;0.9525353908538818;0.13341552019119263
5;0.9567069411277771;0.11796016991138458;0.009801005;0.9552181363105774;0.1269480437040329
6;0.9572288393974304;0.11638980358839035;0.009751257;0.9561909437179565;0.12875086069107056
7;0.9575952887535095;0.11516619473695755;0.009701507;0.9430720210075378;0.16130129992961884
8;0.9574702382087708;0.1144758015871048;0.009651759;0.951621413230896;0.13411614298820496
9;0.9580207467079163;0.11340111494064331;0.00960201;0.9548643827438354;0.12631981074810028
10;0.9577293395996094;0.1128028854727745;0.009552261;0.9556014537811279;0.12156762182712555
11;0.9583131074905396;0.11159840226173401;0.009502512;0.953360915184021;0.13509592413902283
12;0.9589797854423523;0.11047128587961197;0.009452764;0.9520637392997742;0.13416488468647003
13;0.9585387110710144;0.11098355054855347;0.0094030155;0.9455188512802124;0.15213152766227722
14;0.9585810899734497;0.11042173951864243;0.009353266;0.9568690061569214;0.1210898831486702
15;0.9590425491333008;0.10956179350614548;0.009303518;0.9525353312492371;0.12995412945747375
16;0.9593077898025513;0.10880756378173828;0.009253769;0.9494692087173462;0.13571733236312866
17;0.9589828252792358;0.10881973803043365;0.00920402;0.9347877502441406;0.17440389096736908
18;0.9594867825508118;0.10771826654672623;0.009154271;0.9466684460639954;0.14716887474060059
19;0.9593300223350525;0.1077134907245636;0.009104523;0.9495282173156738;0.13828103244304657
20;0.9597345590591431;0.10705398768186569;0.0090547735;0.9546579122543335;0.12326288968324661
21;0.9595469832420349;0.10690902918577194;0.009005025;0.9363207817077637;0.17108109593391418
22;0.9595556259155273;0.10679105669260025;0.008955277;0.9579894542694092;0.11794878542423248
