epoch;binary_accuracy;loss;lr;val_binary_accuracy;val_loss
0;0.9407987594604492;0.1713091880083084;0.01;0.9185731410980225;0.31762105226516724
1;0.946633517742157;0.1504531353712082;0.01;0.888708770275116;0.339152991771698
2;0.9477555751800537;0.14638400077819824;0.009950251;0.9265622496604919;0.2732568085193634
3;0.9483309388160706;0.14476795494556427;0.009900503;0.9280070066452026;0.2448900043964386
4;0.9486353397369385;0.1442278027534485;0.0098507535;0.9480248093605042;0.1568315029144287
5;0.9486525654792786;0.14347988367080688;0.009801005;0.92647385597229;0.2922458350658417
6;0.9489062428474426;0.1424185037612915;0.009751257;0.92647385597229;0.25751039385795593
7;0.9490544199943542;0.14158576726913452;0.009701507;0.9463443160057068;0.15773409605026245
8;0.9491259455680847;0.141165629029274;0.009651759;0.8984670042991638;0.33890458941459656
9;0.9492680430412292;0.1411089301109314;0.00960201;0.9494986534118652;0.14568477869033813
10;0.9494704008102417;0.14012601971626282;0.009552261;0.9450473189353943;0.15673120319843292
11;0.949834942817688;0.1392863690853119;0.009502512;0.9501768350601196;0.1484237015247345
12;0.9495813250541687;0.13953940570354462;0.009452764;0.9512972831726074;0.142587810754776
13;0.9495698809623718;0.138816237449646;0.0094030155;0.937264084815979;0.22761324048042297
14;0.9499003887176514;0.13818734884262085;0.009353266;0.9496757984161377;0.14344441890716553
15;0.9500425457954407;0.13805559277534485;0.009303518;0.9416273832321167;0.19915209710597992
16;0.9500659108161926;0.13756021857261658;0.009253769;0.9511792063713074;0.1406129151582718
17;0.950099766254425;0.1375460922718048;0.00920402;0.9517096877098083;0.14058458805084229
18;0.9499912858009338;0.13743014633655548;0.009154271;0.948113203048706;0.16360172629356384
19;0.9503419399261475;0.13657249510288239;0.009104523;0.9494694471359253;0.1452830284833908
20;0.9500004053115845;0.13669848442077637;0.0090547735;0.9456661939620972;0.1621633768081665
21;0.950404703617096;0.13621708750724792;0.009005025;0.9464326500892639;0.1507161557674408
22;0.9503387212753296;0.13598108291625977;0.008955277;0.9470518827438354;0.15721197426319122
23;0.950469970703125;0.1356348991394043;0.008905527;0.9469929337501526;0.15493479371070862
24;0.9505811333656311;0.13534137606620789;0.008855779;0.9522109627723694;0.13427039980888367
25;0.9506095051765442;0.13524512946605682;0.00880603;0.9497345685958862;0.14748984575271606
26;0.950572669506073;0.1352783590555191;0.008756282;0.9462265372276306;0.1509469449520111
27;0.9507662653923035;0.1348995417356491;0.008706532;0.9505306482315063;0.13540861010551453
28;0.9506667852401733;0.13465556502342224;0.008656784;0.951591968536377;0.13573284447193146
29;0.9506152868270874;0.13434338569641113;0.0086070355;0.9248231053352356;0.20364853739738464
30;0.9508800506591797;0.13397216796875;0.008557286;0.9459611177444458;0.14978690445423126
31;0.9508690237998962;0.1334877908229828;0.008507538;0.9505601525306702;0.1373763233423233
32;0.95120769739151;0.13324671983718872;0.008457789;0.9507957100868225;0.1368989199399948
33;0.9509650468826294;0.13337886333465576;0.00840804;0.9488798379898071;0.14513671398162842
34;0.9507006406784058;0.13356667757034302;0.008358291;0.9513265490531921;0.1316099911928177
35;0.9513043761253357;0.13285347819328308;0.008308543;0.9520047307014465;0.13230831921100616
36;0.9512619972229004;0.13274352252483368;0.008258794;0.9524765014648438;0.13283659517765045
37;0.9509647488594055;0.13296784460544586;0.008209045;0.9513266086578369;0.13456355035305023
38;0.9510676264762878;0.13250304758548737;0.008159297;0.9519753456115723;0.13413134217262268
39;0.9509512782096863;0.13238705694675446;0.008109548;0.951975405216217;0.13210858404636383
40;0.9512616395950317;0.13193486630916595;0.008059799;0.953242838382721;0.12918764352798462
41;0.9510706067085266;0.13202549517154694;0.00801005;0.9520048499107361;0.13384529948234558
42;0.9514243006706238;0.13214197754859924;0.007960302;0.9509732127189636;0.13334684073925018
43;0.9516003131866455;0.13157504796981812;0.007910552;0.952122688293457;0.1317562311887741
44;0.9515666961669922;0.1316804140806198;0.007860804;0.951002299785614;0.1331234723329544
45;0.9515095353126526;0.13137240707874298;0.007811055;0.9483784437179565;0.14034569263458252
46;0.9515975117683411;0.13141833245754242;0.0077613066;0.9525353908538818;0.1301412731409073
47;0.9513986110687256;0.13124839961528778;0.0077115577;0.9448999166488647;0.15190686285495758
48;0.9515634775161743;0.1311519593000412;0.007661809;0.9515033960342407;0.13263539969921112
49;0.9513729214668274;0.13091273605823517;0.0076120603;0.9520343542098999;0.1321905553340912
50;0.9517061114311218;0.13071022927761078;0.0075623114;0.9514445066452026;0.13014523684978485
51;0.9517455697059631;0.1310439556837082;0.007512563;0.9473170638084412;0.14686065912246704
52;0.9520050287246704;0.13023704290390015;0.007462814;0.9501769542694092;0.1369478851556778
53;0.9517509341239929;0.1300281435251236;0.0074130655;0.9517691135406494;0.1328616589307785
54;0.9520561099052429;0.13000795245170593;0.0073633166;0.9482312202453613;0.1453791707754135
55;0.9519765377044678;0.13009271025657654;0.0073135677;0.9518867135047913;0.13547392189502716
56;0.9518141150474548;0.13009370863437653;0.007263819;0.9517982006072998;0.13209562003612518
57;0.9518938064575195;0.1298484057188034;0.0072140703;0.9515036344528198;0.13189607858657837
58;0.9518654346466064;0.13018721342086792;0.007164322;0.9528301358222961;0.13229475915431976
59;0.9517713785171509;0.12990403175354004;0.007114573;0.9533903002738953;0.12846429646015167
60;0.9517711997032166;0.12946689128875732;0.007064824;0.953478991985321;0.13039806485176086
61;0.9522212147712708;0.1293846070766449;0.0070150755;0.9535082578659058;0.13059313595294952
62;0.952064573764801;0.129276841878891;0.0069653266;0.9516805410385132;0.1359940767288208
63;0.9519277215003967;0.12986823916435242;0.0069155777;0.9524176716804504;0.1290978342294693
64;0.9523501396179199;0.12915463745594025;0.006865829;0.9525057077407837;0.13108167052268982
65;0.951981782913208;0.12978245317935944;0.0068160803;0.9519753456115723;0.13382069766521454
66;0.9522098302841187;0.128938689827919;0.006766332;0.9522404670715332;0.1348605453968048
67;0.9519191384315491;0.12933853268623352;0.006716583;0.952476441860199;0.13127648830413818
68;0.9522699117660522;0.12942416965961456;0.006666834;0.9515919089317322;0.1304503083229065
69;0.9518883228302002;0.12893344461917877;0.0066170855;0.9524762630462646;0.13241109251976013
70;0.9522388577461243;0.1290837973356247;0.0065673366;0.9511792659759521;0.13353018462657928
71;0.952141523361206;0.1289823055267334;0.006517588;0.9511792659759521;0.1338614672422409
72;0.9521245360374451;0.12840695679187775;0.0064678392;0.9472876787185669;0.14385659992694855
73;0.9520785808563232;0.12894223630428314;0.0064180903;0.9499114155769348;0.13499894738197327
74;0.9521390795707703;0.12894964218139648;0.006368342;0.9465508460998535;0.14277967810630798
75;0.9522130489349365;0.12874461710453033;0.006318593;0.9457842707633972;0.14597584307193756
76;0.9523470401763916;0.12836715579032898;0.006268844;0.9450175166130066;0.14562518894672394
77;0.9522244334220886;0.128440260887146;0.0062190956;0.9497641324996948;0.13585996627807617
78;0.9523558020591736;0.12823854386806488;0.0061693466;0.9464917182922363;0.14262035489082336
79;0.9525631666183472;0.12792854011058807;0.006119598;0.9471994042396545;0.1429482251405716
80;0.9526630640029907;0.1281462013721466;0.0060698492;0.943543553352356;0.14789681136608124
81;0.9523040652275085;0.12835662066936493;0.0060201003;0.9498229622840881;0.1369878649711609
82;0.9525606036186218;0.1278696060180664;0.005970352;0.9471699595451355;0.14195990562438965
83;0.9525946378707886;0.1277657002210617;0.005920603;0.9427770972251892;0.15261268615722656
84;0.9523154497146606;0.1279258131980896;0.0058708545;0.9486145377159119;0.13692590594291687
